q_id,q_author,q_oid,q_creationDate,q_ClosedDate,q_aaId,q_answerCount,Tags,q_viewCount,aa_creationDate,aa_id,aa_score,aa_author,aa_oid
"58903191","","6389395","2019-11-17 17:28:40","","58904271","1","<asp.net-core><logging><nlog>","958","2019-11-17 19:18:29","58904271","3","","201303"
"58900506","","1729543","2019-11-17 12:35:54","","58901110","2","<go><logging><gcloud><google-cloud-stackdriver><google-cloud-run>","5644","2019-11-17 13:49:18","58901110","8","","1729543"
"58891593","","302005","2019-11-16 14:14:58","","58918466","1","<go><logging>","791","2019-11-18 15:55:28","58918466","1","","1073170"
"58878466","","6243129","2019-11-15 13:53:03","","58878540","2","<python><logging>","53","2019-11-15 13:57:44","58878540","1","","1116545"
"58877185","","1609929","2019-11-15 12:33:56","","58877295","1","<python><logging><python-logging>","89","2019-11-15 12:41:15","58877295","2","","118903"
"58873407","","11679569","2019-11-15 08:57:28","","58873482","1","<node.js><logging>","1273","2019-11-15 09:01:19","58873482","3","","7080548"
"58868297","","12348788","2019-11-14 23:52:28","","58868384","2","<python-3.x><logging>","117","2019-11-15 00:02:51","58868384","0","","9716278"
"58866481","","2136670","2019-11-14 21:04:30","","58866482","1","<python><python-3.x><amazon-web-services><logging>","290","2019-11-14 21:04:30","58866482","1","","2136670"
"58866438","","1255356","2019-11-14 21:01:28","","58872144","1","<python><logging>","36","2019-11-15 07:25:03","58872144","1","","803194"
"58866420","","3388962","2019-11-14 20:59:32","","58867134","1","<python><unit-testing><logging>","1130","2019-11-14 21:57:01","58867134","2","","3388962"
"58864356","","1412095","2019-11-14 19:25:11","","58977855","3","<kubernetes><google-kubernetes-engine><stackdriver><google-cloud-stackdriver><google-cloud-logging>","730","2019-11-21 14:59:45","58977855","0","","1412095"
"58861726","","10454562","2019-11-14 16:40:30","","59056741","1","<java><logging><log4j2><minecraft><minecraft-forge>","305","2019-11-26 17:50:25","59056741","0","","10454562"
"58854665","","1045479","2019-11-14 10:33:09","","58854666","1","<logging><clojure>","245","2019-11-14 10:33:09","58854666","1","","1045479"
"58847240","","9425206","2019-11-13 23:37:26","","58847847","1","<elasticsearch><logging><systemd><filebeat>","225","2019-11-14 00:55:57","58847847","1","","1123206"
"58837076","","10020283","2019-11-13 12:24:08","","60600400","1","<python><logging><multiprocessing>","798","2020-03-09 12:16:43","60600400","4","","3364572"
"58834489","","3446931","2019-11-13 09:59:09","","58834754","2","<java><spring-boot><logging><quartz-scheduler>","9911","2019-11-13 10:12:40","58834754","4","","1774076"
"58833305","","3253353","2019-11-13 08:48:48","","58835871","1","<powershell><file><logging>","1437","2019-11-13 11:12:54","58835871","2","","1630171"
"58826932","","7493840","2019-11-12 21:27:15","","58839697","1","<logging><google-cloud-platform><rabbitmq>","149","2019-11-13 14:50:33","58839697","1","","12264531"
"58819179","","1677102","2019-11-12 12:52:28","","58933470","1","<python-3.x><logging>","750","2019-11-19 11:50:47","58933470","1","","1677102"
"58817192","","11742199","2019-11-12 10:55:08","","58817393","1","<asp.net><asp.net-core><logging><azure-web-app-service>","1367","2019-11-12 11:06:34","58817393","4","","2557682"
"58809887","","167400","2019-11-11 23:14:53","","58810022","1","<python><logging>","228","2019-11-11 23:30:18","58810022","2","","7954504"
"58801035","","1891190","2019-11-11 12:06:27","","58804420","2","<symfony><logging><symfony4><monolog>","3214","2019-11-11 15:39:13","58804420","2","","1891190"
"58793337","","903011","2019-11-10 22:02:21","","58800703","1","<python><python-3.x><logging>","1683","2019-11-11 11:44:09","58800703","1","","803194"
"58791719","","2896495","2019-11-10 18:30:38","","58832514","2","<azure><logging><.net-core><windows-services><worker>","4873","2019-11-13 07:51:59","58832514","4","","932728"
"58781711","","10234798","2019-11-09 17:20:26","","59561407","1","<android><shell><debugging><logging><tmp>","250","2020-01-02 09:59:41","59561407","0","","10234798"
"58775941","","5050920","2019-11-09 02:38:38","","58776110","1","<mysql><logging><stored-procedures>","1266","2019-11-09 03:20:00","58776110","1","","20860"
"58768282","","11803187","2019-11-08 14:17:53","","58768491","1","<python-3.x><logging>","77","2019-11-08 14:30:37","58768491","2","","3700626"
"58763139","","11208147","2019-11-08 08:43:48","","58816087","1","<elasticsearch><logging><kibana><grafana><dashboard>","1922","2019-11-12 09:53:34","58816087","0","","11208147"
"58762373","","6265295","2019-11-08 07:39:33","","58834990","2","<c#><logging><disk><system-administration><driveinfo>","1950","2019-11-13 10:26:20","58834990","1","","6265295"
"58760064","","919480","2019-11-08 03:45:15","","58766910","2","<logging><kubernetes><openshift><istio><distributed-tracing>","281","2019-11-08 12:47:38","58766910","3","","10008173"
"58753378","","328036","2019-11-07 16:42:42","","58753379","3","<python><python-3.x><google-app-engine><google-cloud-platform><google-cloud-logging>","931","2019-11-07 16:42:42","58753379","2","","328036"
"58753313","","9361998","2019-11-07 16:38:27","","58753793","1","<go><logging>","3556","2019-11-07 17:06:31","58753793","5","","9361998"
"58748864","","5364231","2019-11-07 12:32:32","","58749342","1","<c#><logging><reflection><mstest>","464","2019-11-07 13:01:21","58749342","1","","1348349"
"58746816","","2130426","2019-11-07 10:33:33","","58747042","2","<php><laravel><logging>","6226","2019-11-07 10:44:56","58747042","4","","2760986"
"58744881","","1134647","2019-11-07 08:41:45","","58750882","1","<android><logging><google-cloud-platform><logback>","678","2019-11-07 14:28:35","58750882","1","","1134647"
"58739931","","4815148","2019-11-06 23:36:43","","58740325","1","<python><logging>","1882","2019-11-07 00:28:35","58740325","2","","6676101"
"58738195","","1090360","2019-11-06 20:42:16","","58769712","2","<python><python-3.x><logging>","9297","2019-11-08 15:43:31","58769712","12","","100297"
"58737860","","1236326","2019-11-06 20:16:32","","58740942","1","<python-3.x><google-cloud-platform><google-cloud-functions><google-cloud-logging>","1975","2019-11-07 02:03:17","58740942","2","","1236326"
"58737431","","3633965","2019-11-06 19:42:53","","58737798","1","<oracle><logging><insert>","1055","2019-11-06 20:11:20","58737798","1","","5174436"
"58735503","","193189","2019-11-06 17:23:18","","58735546","3","<c#><asp.net-core><logging><dependency-injection><ilogger>","4770","2019-11-06 17:26:14","58735546","4","","5233410"
"58735405","","1090360","2019-11-06 17:16:45","","58807652","2","<python><python-3.x><logging>","70","2019-11-11 19:39:52","58807652","0","","1090360"
"58729080","","11208147","2019-11-06 11:26:28","","58764061","1","<elasticsearch><logging><alert><grafana><dashboard>","10136","2019-11-08 09:45:16","58764061","11","","11208147"
"58727573","","1967661","2019-11-06 10:05:34","","58772208","2","<c++><winapi><logging><windows-services><wevtutil>","585","2019-11-08 18:46:16","58772208","3","","1967661"
"58723798","","11736461","2019-11-06 05:48:15","","58734105","2","<java><logging><weblogic><formatter>","865","2019-11-06 15:59:06","58734105","0","","2428802"
"58715137","","21199","2019-11-05 16:01:32","","58721655","1","<azure><logging><azure-application-insights>","842","2019-11-06 01:04:52","58721655","3","","10185816"
"58707703","","127532","2019-11-05 08:58:10","","58708283","1","<kotlin><kotlin-logging>","384","2019-11-05 09:31:25","58708283","1","","411965"
"58706984","","11112992","2019-11-05 08:09:26","","58707212","1","<linux><shell><logging><awk><sed>","382","2019-11-05 08:26:31","58707212","1","","12098405"
"58706651","","4314501","2019-11-05 07:44:19","","58707895","2","<python><datetime><logging>","709","2019-11-05 09:10:05","58707895","1","","803194"
"58706449","","1084174","2019-11-05 07:30:45","","58706517","1","<ios><swift><logging><nslog><swift5>","173","2019-11-05 07:34:53","58706517","2","","5716829"
"58693992","","9451157","2019-11-04 13:01:22","","58694138","1","<python><python-3.x><python-3.7><python-logging>","104","2019-11-04 13:11:19","58694138","1","","9451157"
"58670397","","1754152","2019-11-02 10:55:13","","58671356","1","<c#><.net><logging><.net-4.0><log4net>","1543","2019-11-02 12:59:47","58671356","2","","5232050"
"58662933","","4669778","2019-11-01 16:50:32","","64597556","3","<python><python-3.x><logging><wsdl><zeep>","3070","2020-10-29 18:57:54","64597556","5","","7253656"
"58652378","","522663","2019-10-31 23:29:06","","58652574","1","<c#><asp.net-core><razor-pages><asp.net-core-logging>","2589","2019-10-31 23:58:26","58652574","0","","559144"
"58651431","","9591240","2019-10-31 21:34:41","","58651503","1","<java><logging><performance-testing><benchmarking><jmh>","356","2019-10-31 21:42:25","58651503","2","","1602555"
"58651313","","5056973","2019-10-31 21:22:28","","58651717","1","<jenkins><logging><kubernetes><token>","100","2019-10-31 22:02:42","58651717","1","","213269"
"58647809","","2506522","2019-10-31 16:41:12","","58648565","2","<python><exception><logging>","260","2019-10-31 17:31:26","58648565","1","","7114250"
"58641595","","4706711","2019-10-31 10:42:31","","58641736","1","<laravel><logging><development-environment><production-environment>","709","2019-10-31 10:50:24","58641736","2","","356239"
"58641137","","4706711","2019-10-31 10:19:14","","58910646","2","<php><logging><laravel-5.6><formatter>","3361","2019-11-18 08:37:31","58910646","1","","4706711"
"58638803","","3067148","2019-10-31 07:42:19","","58641409","1","<logging><google-cloud-platform><gcloud><stackdriver><google-cloud-stackdriver>","3548","2019-10-31 10:32:09","58641409","5","","9146820"
"58627944","","4008150","2019-10-30 14:45:27","","58708044","1","<ssl><logging><traefik>","183","2019-11-05 09:18:30","58708044","1","","4008150"
"58620425","","6671381","2019-10-30 07:30:23","","58630085","2","<logging><.net-core><nlog><.net-core-3.0>","6878","2019-10-30 16:41:34","58630085","2","","193178"
"58620286","","7643517","2019-10-30 07:19:35","","58623792","1","<java><logging><jetty>","188","2019-10-30 10:53:45","58623792","1","","775715"
"58620007","","7331631","2019-10-30 06:54:19","","59687628","1","<python><logging><flask><pycharm><python-logging>","143","2020-01-10 19:06:19","59687628","0","","7331631"
"58618394","","127251","2019-10-30 03:36:38","","58633515","1","<logging><rust><actix-web>","1383","2019-10-30 20:55:14","58633515","3","","127251"
"58617563","","3912417","2019-10-30 01:27:00","","58618540","2","<bash><shell><logging><sed><zsh>","277","2019-10-30 03:55:52","58618540","0","","3912417"
"58615220","","1469496","2019-10-29 20:49:46","","58771094","1","<scala><logging><slick>","434","2019-11-08 17:14:31","58771094","0","","1469496"
"58603507","","7274764","2019-10-29 08:18:02","","58774774","1","<azure><logging><azure-active-directory><azure-api-management><apim>","114","2019-11-08 23:01:39","58774774","0","","181556"
"58589153","","1925232","2019-10-28 10:20:30","","62875733","2","<apache><docker><logging><amazon-ecs><amazon-cloudwatch>","1537","2020-07-13 12:20:36","62875733","0","","1925232"
"58588339","","1671558","2019-10-28 09:20:15","","58594362","1","<c#><logging><.net-core><nlog><structured-logging>","3791","2019-10-28 16:04:37","58594362","4","","193178"
"58587079","","2741394","2019-10-28 07:30:49","","58620444","1","<ruby-on-rails><logging><request>","274","2019-10-30 07:31:16","58620444","1","","2741394"
"58581128","","2450768","2019-10-27 16:12:47","","59088320","1","<node.js><logging><webpack><winston>","3574","2019-11-28 11:54:52","59088320","3","","12451600"
"58576416","","11611632","2019-10-27 03:30:07","","58576466","2","<python><python-3.x><logging>","28","2019-10-27 03:46:17","58576466","1","","6890912"
"58569052","","4626254","2019-10-26 07:59:13","","58569699","1","<python><r><debugging><logging><log-level>","164","2019-10-26 09:48:01","58569699","3","","803194"
"58566788","","869702","2019-10-25 23:21:12","","58596273","1","<logging><jboss><wildfly>","715","2019-10-28 18:12:37","58596273","1","","152794"
"58564149","","7803797","2019-10-25 18:49:30","","58566560","1","<scala><logging><mockito><scalatest>","1599","2019-10-25 22:41:53","58566560","7","","2154849"
"58561516","","3104230","2019-10-25 15:29:49","","58589228","1","<c#><logging><dependency-injection><.net-core><serilog>","374","2019-10-28 10:25:22","58589228","0","","3104230"
"58560361","","12274234","2019-10-25 14:20:27","","58565011","1","<javascript><arrays><logging><google-apps-script>","200","2019-10-25 20:00:14","58565011","1","","7215091"
"58553023","","9634885","2019-10-25 06:05:29","","58914889","1","<logging><interpretation>","280","2019-11-18 12:46:12","58914889","0","","11090341"
"58549705","","3859199","2019-10-24 22:04:59","","58549706","2","<java><spring-boot><logging>","1384","2019-10-24 22:04:59","58549706","10","","3859199"
"58549586","","8380189","2019-10-24 21:52:36","","58554678","1","<python><logging><handler>","298","2019-10-25 08:13:31","58554678","2","","803194"
"58547833","","8821635","2019-10-24 19:15:35","","58548398","2","<android><firebase><logging><analytics><crashlytics>","2173","2019-10-24 20:00:07","58548398","1","","7340729"
"58544724","","8848648","2019-10-24 15:36:57","","58589565","1","<python><inheritance><logging><python-logging>","2536","2019-10-28 10:49:47","58589565","0","","8848648"
"58544365","","2883956","2019-10-24 15:16:29","","58610800","1","<elasticsearch><logback><apache-commons-logging><elastic4s>","755","2019-10-29 15:41:55","58610800","0","","2883956"
"58544361","","3697102","2019-10-24 15:16:20","","58544437","1","<node.js><express><logging><morgan>","5620","2019-10-24 15:20:25","58544437","8","","9040866"
"58540673","","10257924","2019-10-24 11:44:35","","58557771","1","<javascript><date><logging><google-sheets>","54","2019-10-25 11:34:18","58557771","1","","10257924"
"58526822","","2411173","2019-10-23 15:57:04","","58529657","1","<python><logging><import>","1586","2019-10-23 19:18:05","58529657","1","","803194"
"58518051","","3788048","2019-10-23 07:51:28","","58518687","1","<c><logging><protocol-buffers><proto><nanopb>","1421","2019-10-23 08:32:25","58518687","1","","914716"
"58513495","","7717624","2019-10-22 23:23:14","","58627800","1","<logging><chromium-embedded><azure-sentinel>","2488","2019-10-30 14:37:53","58627800","1","","7717624"
"58511589","","839963","2019-10-22 20:07:41","","58511724","3","<python><logging><console-application>","918","2019-10-22 20:20:07","58511724","2","","565635"
"58507153","","10817276","2019-10-22 15:02:30","2019-10-23 02:01:14","58507284","1","<go><logging><go-zap>","1125","2019-10-22 15:08:49","58507284","2","","1266756"
"58505820","","9081832","2019-10-22 13:48:48","","63801832","1","<logging><progressive-web-apps><indexeddb>","254","2020-09-08 21:31:20","63801832","0","","9081832"
"58503337","","11927166","2019-10-22 11:33:36","","58515893","2","<logging><jboss><wildfly><wildfly-10>","2769","2019-10-23 05:14:36","58515893","5","","11927166"
"58502697","","11865195","2019-10-22 10:57:27","","58508077","1","<javascript><node.js><json><logging><winston>","2705","2019-10-22 15:54:40","58508077","1","","3125731"
"58499836","","8101260","2019-10-22 08:15:04","","58510616","2","<logging><ignite><ascii-art>","592","2019-10-22 18:49:17","58510616","2","","8101260"
"58494079","","5661594","2019-10-21 21:01:29","","58494207","1","<python><logging><pyspark>","452","2019-10-21 21:12:43","58494207","2","","8805315"
"58485733","","1600162","2019-10-21 11:50:59","","58507058","1","<java><logging><logback><slf4j>","2387","2019-10-22 14:56:58","58507058","1","user319799",""
"58485376","","2832755","2019-10-21 11:29:40","","58486906","1","<java><testing><gradle><logging><junit>","431","2019-10-21 13:02:57","58486906","0","","2832755"
"58480710","","1356189","2019-10-21 06:17:46","","58482356","1","<asp.net-core><logging>","302","2019-10-21 08:19:39","58482356","0","","3667938"
"58480419","","2060292","2019-10-21 05:48:26","","58486048","1","<r><rest><logging><console>","402","2019-10-21 12:10:47","58486048","0","","2060292"
"58463321","","8586803","2019-10-19 11:42:32","","58467189","2","<docker><logging><docker-compose>","831","2019-10-19 19:16:53","58467189","1","","4565551"
"58462701","","12240546","2019-10-19 10:24:24","","58465778","1","<c#><mongodb><postgresql><logging><stackexchange.exceptional>","847","2019-10-19 16:35:47","58465778","1","","6438430"
"58453004","","5803370","2019-10-18 14:35:06","","58457686","1","<python><logging><python-logging>","1174","2019-10-18 20:22:00","58457686","3","","803194"
"58450698","","761076","2019-10-18 12:12:31","","58499324","2","<php><wordpress><logging>","1316","2019-10-22 07:43:31","58499324","0","","761076"
"58447184","","8380189","2019-10-18 08:46:13","","58448486","1","<python-3.x><logging>","1773","2019-10-18 10:00:18","58448486","1","","6615203"
"58444404","","11865195","2019-10-18 05:20:24","","58447635","4","<javascript><node.js><express><logging><winston>","3619","2019-10-18 09:12:51","58447635","6","","2947031"
"58443786","","5602214","2019-10-18 04:03:30","","58443847","1","<java><spring-boot><logging>","1449","2019-10-18 04:11:44","58443847","3","","3641067"
"58434318","","6317694","2019-10-17 13:52:38","","58435462","1","<docker><logging>","1180","2019-10-17 14:55:10","58435462","2","","1573395"
"58430900","","7116108","2019-10-17 10:51:54","","58501509","1","<python><logging>","957","2019-10-22 09:48:08","58501509","1","","7116108"
"58428894","","2358228","2019-10-17 09:08:07","","58431529","2","<python><logging><flask><connexion>","940","2019-10-17 11:25:56","58431529","1","","10320232"
"58427058","","7946792","2019-10-17 07:24:08","","58427908","2","<python><logging>","1559","2019-10-17 08:15:36","58427908","1","","2346961"
"58420649","","4793599","2019-10-16 19:43:44","","58420915","1","<python><logging>","31","2019-10-16 20:02:52","58420915","1","","1491895"
"58417647","","8639335","2019-10-16 16:14:37","","58420236","1","<logging><trace><stackdriver><google-cloud-stackdriver><google-cloud-run>","1996","2019-10-16 19:13:17","58420236","4","","38408"
"58414203","","998101","2019-10-16 13:13:01","","58603157","1","<java><logging><slf4j><vert.x>","4714","2019-10-29 07:44:58","58603157","3","","1757994"
"58412477","","4652358","2019-10-16 11:42:26","","58552260","2","<regex><debugging><elasticsearch><logging><kibana>","826","2019-10-25 04:36:08","58552260","1","","4604579"
"58409941","","2111471","2019-10-16 09:21:01","","58948412","1","<c#><exception><asp.net-web-api><logging><nlog>","316","2019-11-20 06:56:28","58948412","0","","2111471"
"58408557","","895348","2019-10-16 08:06:30","","58429525","1","<java><logging><wildfly>","317","2019-10-17 09:39:56","58429525","0","","895348"
"58408161","","1296136","2019-10-16 07:39:28","","58480167","1","<logging><csplit>","107","2019-10-21 05:20:07","58480167","0","","1296136"
"58396629","","1307020","2019-10-15 14:07:40","","58397222","3","<django><logging><python-logging>","2856","2019-10-15 14:41:12","58397222","3","","5108404"
"58389700","","3169868","2019-10-15 07:49:35","2019-10-15 09:53:37","58390222","1","<linux><shell><logging><stdout>","15228","2019-10-15 08:20:48","58390222","4","","12098405"
"58388779","","1572526","2019-10-15 06:51:05","","58388925","1","<azure><logging><azure-application-insights>","2804","2019-10-15 07:00:38","58388925","5","","10185816"
"58373373","","1258925","2019-10-14 09:02:47","","58373374","1","<.net-core-logging><.net-core-configuration>","2806","2019-10-14 09:02:47","58373374","5","","1258925"
"58370628","","3082178","2019-10-14 05:36:59","","58379609","2","<firebase><google-cloud-functions><error-logging>","1445","2019-10-14 15:14:02","58379609","2","","807126"
"58366306","","3824404","2019-10-13 17:57:29","","58369377","2","<logging><db2>","3447","2019-10-14 02:27:26","58369377","1","","456274"
"58359853","","1797161","2019-10-13 01:16:37","","58387578","1","<logging><fluentd>","2915","2019-10-15 05:07:57","58387578","1","","6874876"
"58356708","","2829238","2019-10-12 17:28:51","","58359815","1","<stackdriver><google-cloud-stackdriver><google-cloud-build><google-cloud-logging>","1584","2019-10-13 01:08:07","58359815","4","","11372593"
"58351511","","951026","2019-10-12 06:31:41","","58441917","2","<php><laravel><logging><gcloud>","2717","2019-10-17 23:21:41","58441917","0","","951026"
"58344876","","477168","2019-10-11 16:02:01","","58430344","3","<java><logging><apache-flink><apache-storm>","2576","2019-10-17 10:23:17","58430344","0","","477168"
"58339843","","11208147","2019-10-11 11:00:53","","58340608","1","<elasticsearch><logging><lucene><grafana>","1613","2019-10-11 11:45:14","58340608","0","","4604579"
"58328403","","6839853","2019-10-10 17:40:37","","58387426","1","<python><api><logging><fork><check-mk>","430","2019-10-15 04:49:16","58387426","2","","6839853"
"58325908","","9898123","2019-10-10 15:00:45","","58343743","1","<nginx><logging><webserver>","5602","2019-10-11 14:49:36","58343743","4","","9756026"
"58325207","","11154975","2019-10-10 14:24:36","","58325512","1","<go><logging><go-zap>","1520","2019-10-10 14:40:39","58325512","1","","301107"
"58324942","","3881814","2019-10-10 14:10:50","","58327132","1","<c#><logging><config><azure-application-insights><telemetry>","4918","2019-10-10 16:12:30","58327132","2","","2624380"
"58320700","","11063062","2019-10-10 10:21:25","","58321806","1","<java><selenium><caching><logging><log4j>","9660","2019-10-10 11:25:55","58321806","0","","8343843"
"58320567","","9910846","2019-10-10 10:14:01","","58342614","2","<python><logging><python-logging>","6403","2019-10-11 13:46:18","58342614","9","","9910846"
"58317182","","5550507","2019-10-10 07:00:40","","58317183","1","<azure><logging><azure-functions><nlog><azure-functions-core-tools>","4509","2019-10-10 07:00:40","58317183","3","","5550507"
"58308367","","12031447","2019-10-09 16:19:56","","58309438","1","<angular><cordova><logging><ionic4>","1370","2019-10-09 17:35:29","58309438","2","","5213857"
"58307327","","3881814","2019-10-09 15:17:44","","58311281","1","<c#><logging><dependency-injection><azure-application-insights>","1694","2019-10-09 19:47:00","58311281","5","","13687"
"58302992","","12112111","2019-10-09 11:20:14","","58303897","4","<php><logging>","159","2019-10-09 12:13:20","58303897","1","","5426560"
"58300941","","4663785","2019-10-09 09:22:20","","58301213","1","<python><logging><decorator>","53","2019-10-09 09:37:05","58301213","1","","3185459"
"58292980","","1440901","2019-10-08 19:36:54","","58295095","1","<serilog><.net-core-3.0><seq-logging>","7156","2019-10-08 23:13:34","58295095","7","","1440901"
"58290677","","2120924","2019-10-08 16:44:32","","58291157","2","<java><spring-boot><logging><spring-boot-actuator>","4746","2019-10-08 17:20:11","58291157","2","","2683501"
"58287671","","4029402","2019-10-08 13:45:39","","58292673","1","<logging><asterisk>","596","2019-10-08 19:12:47","58292673","1","","861388"
"58286299","","11802999","2019-10-08 12:23:21","","58294921","1","<python-3.x><logging><google-bigquery><google-cloud-stackdriver>","592","2019-10-08 22:46:02","58294921","2","","7729243"
"58286024","","3027360","2019-10-08 12:06:04","","61364204","2","<node.js><logging><nestjs><fastify>","2989","2020-04-22 11:39:03","61364204","5","","3027360"
"58282895","","2186862","2019-10-08 08:41:54","","58283198","2","<python><python-3.x><logging>","696","2019-10-08 09:02:42","58283198","3","","5099803"
"58281578","","11277952","2019-10-08 07:04:22","","58281812","2","<python><logging>","2908","2019-10-08 07:21:12","58281812","6","","2947378"
"58274739","user6851498","","2019-10-07 17:51:36","","58275392","1","<logging><heroku-postgres><papertrail-app>","788","2019-10-07 18:41:53","58275392","0","","5473450"
"58272643","","218548","2019-10-07 15:26:23","","58273202","1","<c#><logging><serilog><asp.net-core-3.0>","13376","2019-10-07 16:00:28","58273202","12","","218548"
"58269169","","3392642","2019-10-07 12:00:54","","58280907","1","<azure><asp.net-core><logging><azure-web-app-service><azure-app-service-envrmnt>","2750","2019-10-08 06:01:53","58280907","2","","10185816"
"58260137","","10816571","2019-10-06 18:26:40","","58260501","1","<go><logging>","852","2019-10-06 19:17:07","58260501","1","","301107"
"58246196","","11115190","2019-10-05 07:15:15","2019-10-05 13:48:06","58246457","1","<linux><logging><tampering>","46","2019-10-05 07:56:49","58246457","0","","11268982"
"58242293","user370306","","2019-10-04 19:37:57","","58244687","2","<mysql><sql><database><logging><query-optimization>","2032","2019-10-05 01:32:17","58244687","2","","1797579"
"58232023","","11053093","2019-10-04 07:47:46","","58232163","2","<python><django><logging>","1230","2019-10-04 07:57:49","58232163","0","","1421107"
"58228353","","7705376","2019-10-04 00:16:07","","58229090","1","<logging><apache-kafka>","267","2019-10-04 02:20:43","58229090","0","","2308683"
"58218200","","33404","2019-10-03 11:27:35","","58265829","2","<logging><azure-devops><azure-devops-server-2019>","890","2019-10-07 08:22:36","58265829","1","","7409220"
"58216615","","10195009","2019-10-03 09:53:56","","58263993","1","<java><spring-boot><logging>","366","2019-10-07 05:37:46","58263993","0","","2950214"
"58214239","","12157739","2019-10-03 07:25:17","","58218344","1","<linux><terminal><scripting><audit><audit-logging>","88","2019-10-03 11:36:57","58218344","1","","1968182"
"58211042","","653457","2019-10-03 00:50:51","","66772964","1","<c#><.net><asp.net-core><logging><trace>","1723","2021-03-24 00:03:57","66772964","2","","287545"
"58210347","","830230","2019-10-02 22:59:33","","58633503","1","<logging><koa>","3389","2019-10-30 20:54:29","58633503","0","","467473"
"58209076","","980917","2019-10-02 20:41:40","","58210510","2","<logging><nlog><microsoft-extensions-logging>","20659","2019-10-02 23:22:32","58210510","28","","201303"
"58201057","","32050","2019-10-02 11:59:38","","58202004","1","<asp.net-core><logging><.net-core><serilog><ilogger>","1067","2019-10-02 12:57:16","58202004","1","","654031"
"58198896","","6192772","2019-10-02 09:34:09","","58232098","2","<go><logging>","7679","2019-10-04 07:52:43","58232098","8","","7670262"
"58198219","","7831371","2019-10-02 08:50:40","","58198360","1","<java><logback><structured-logging>","5977","2019-10-02 08:59:50","58198360","5","","7831371"
"58190209","","9464686","2019-10-01 18:11:26","","59847956","1","<docker><logging><google-compute-engine><slf4j><stackdriver>","430","2020-01-21 19:26:56","59847956","1","","600339"
"58189557","","8733577","2019-10-01 17:17:46","","58189644","1","<c++><c++11><logging><mingw-w64>","159","2019-10-01 17:24:23","58189644","3","","11941443"
"58188743","","5905599","2019-10-01 16:12:13","","58230921","1","<python><python-3.x><inheritance><logging><hierarchy>","3540","2019-10-04 06:20:06","58230921","9","","2988730"
"58183763","","1166505","2019-10-01 11:21:25","","58185145","1","<javascript><node.js><logging><stack>","190","2019-10-01 12:50:45","58185145","1","","8453502"
"58182071","","7130244","2019-10-01 09:40:50","","58182472","1","<java><logging><colors>","1025","2019-10-01 10:03:33","58182472","3","","11310605"
"58180179","","4674527","2019-10-01 07:44:15","","58180761","3","<java><spring-boot><logging><pdfbox>","1654","2019-10-01 08:22:39","58180761","0","","535646"
"58179947","","9526934","2019-10-01 07:28:16","","58180026","1","<elasticsearch><logging>","503","2019-10-01 07:33:52","58180026","1","","9279354"
"58179496","","4926673","2019-10-01 06:55:14","","58180989","1","<python><python-3.x><logging><byte>","3478","2019-10-01 08:37:16","58180989","3","","4788546"
"58173430","","919480","2019-09-30 18:35:37","","58173951","1","<nginx><logging><openshift>","767","2019-09-30 19:12:09","58173951","0","","6758654"
"58171998","","1716980","2019-09-30 16:40:20","","58172094","1","<elasticsearch><logging><kibana>","652","2019-09-30 16:47:19","58172094","1","","11486670"
"58171532","","9962548","2019-09-30 16:07:08","","58172468","1","<python><logging>","81","2019-09-30 17:17:40","58172468","0","","1832058"
"58167678","","7168548","2019-09-30 12:11:58","","58170207","1","<java><excel><csv><logging><jconsole>","310","2019-09-30 14:41:45","58170207","0","","9434323"
"58165492","","1713519","2019-09-30 09:56:51","","61900203","2","<angular><ionic-framework><logging>","938","2020-05-19 20:28:55","61900203","1","","1713519"
"58164413","","11597586","2019-09-30 08:49:01","","58164543","2","<python><logging>","266","2019-09-30 08:57:25","58164543","1","","3073930"
"58162088","","2139772","2019-09-30 05:47:43","","58162672","2","<php><codeigniter><logging>","3232","2019-09-30 06:42:12","58162672","6","","5950385"
"58139163","","6823859","2019-09-27 17:35:48","","58141686","1","<c#><sql><logging><nlog>","1102","2019-09-27 21:52:05","58141686","2","","201303"
"58138495","","10876680","2019-09-27 16:39:22","","62905552","1","<python-3.x><logging><timeout><pymysql>","338","2020-07-14 23:42:42","62905552","0","","10876680"
"58137972","","4844311","2019-09-27 16:00:38","","58182905","1","<python><python-3.x><logging><subprocess><stdout>","1169","2019-10-01 10:29:48","58182905","0","","4844311"
"58127303","","6476496","2019-09-27 03:10:43","","58130135","1","<python><logging>","34","2019-09-27 07:50:26","58130135","1","","118903"
"58126000","","12127800","2019-09-26 23:41:16","","58128019","1","<linux><logging><view>","642","2019-09-27 04:45:25","58128019","1","","6090247"
"58123869","","12127122","2019-09-26 19:53:59","","58128113","1","<python><python-3.x><python-logging>","2239","2019-09-27 04:58:25","58128113","1","","4336567"
"58121277","","12126164","2019-09-26 16:39:25","","58121684","1","<asp.net><nlog><structured-logging>","308","2019-09-26 17:09:59","58121684","1","","193178"
"58110318","","1321908","2019-09-26 05:49:14","2019-09-26 12:22:57","58110625","1","<linux><logging><tail>","314","2019-09-26 06:18:33","58110625","1","","3030305"
"58108573","","6721314","2019-09-26 01:59:20","","58109026","2","<spring-boot><logging><slf4j>","4270","2019-09-26 03:04:57","58109026","0","","1052334"
